about,authors,dateowned,gender,owner,shelfmark,texts
La Vie Adam et Eve,Anonymous,1496?-1527?,Male,Charles III of Bourbon,NE 337,Vie d'Adam et Eve
La Vie Adam et Eve,Anonymous,post-1433-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 337,Vie d'Adam et Eve
La Vie Adam et Eve,Anonymous,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 337,Vie d'Adam et Eve
Le Songe de la Pucelle,Anonymous,1474?-1516,Female,"Gabrielle de Bourbon-Montpensier, viscountess of Thouars",NE 338,Songe de la pucelle
Le Songe de la Pucelle,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 338,Songe de la pucelle
Blanchandin,Anonymous,1496?-1527?,Male,Charles III of Bourbon,NE 339,Blancandin ou l'Orgueilleuse d'amour (en prose)
Blanchandin,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 339,Blancandin ou l'Orgueilleuse d'amour (en prose)
Blanchandin,Anonymous,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 339,Blancandin ou l'Orgueilleuse d'amour (en prose)
"Le Vendeur, la bergiere et la pellerine",,1496?-1527?,Male,Charles III of Bourbon,NE 340,"Le Vendeur, la bergiere, et la pellerine"
"Le Vendeur, la bergiere et la pellerine",,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 340,"Le Vendeur, la bergiere, et la pellerine"
"Le Vendeur, la bergiere et la pellerine",,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 340,"Le Vendeur, la bergiere, et la pellerine"
Epistre Othea,Christine de Pizan,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 341,Epistre Othea
Le Debat du cueur et de l'ueil,Michault Taillevent,1496?-1527?,Male,Charles III of Bourbon,NE 342,Debat du coeur et de l'oeil
Le Debat du cueur et de l'ueil,Michault Taillevent,post-1444-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 342,Debat du coeur et de l'oeil
Le Debat du cueur et de l'ueil,Michault Taillevent,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 342,Debat du coeur et de l'oeil
La Vie des saintz peres,,1496?-1527?,Male,Charles III of Bourbon,NE 343,Vie des Peres
La Vie des saintz peres,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 343,Vie des Peres
La Vie des saintz peres,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 343,Vie des Peres
Debat des deux fortunés d'amour (Debat du gras et du maigre),Alain Chartier,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 344,Debat des deux fortunés d'amour (Debat du gras et du maigre)
L'Embusche vaillent (Debat des deux soeurs),Jean Vaillant,1496?-1527?,Male,Charles III of Bourbon,NE 345,Embuche vaillent (Debat des deux soeurs)
L'Embusche vaillent (Debat des deux soeurs),Jean Vaillant,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 345,Embuche vaillent (Debat des deux soeurs)
L'Embusche vaillent (Debat des deux soeurs),Jean Vaillant,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 345,Embuche vaillent (Debat des deux soeurs)
La Responce de la belle dame sans mercy,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 346,La Responce de la belle dame sans mercy
Ung livre de Monseigneur le Dauphyn,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 348,Unspecified
Piarre de Provence,,1496?-1527?,Male,Charles III of Bourbon,NE 349,Pierre de Provence et la belle Maguelonne
Piarre de Provence,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 349,Pierre de Provence et la belle Maguelonne
Piarre de Provence,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 349,Pierre de Provence et la belle Maguelonne
L'Espoir d'amours,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 350,L'Espoir d'amours
Troyle et Briseyda,Giovanni Boccaccio,1496?-1527?,Male,Charles III of Bourbon,NE 351,Troyle
Troyle et Briseyda,Giovanni Boccaccio,post-1450/1460-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 351,Troyle
Troyle et Briseyda,Giovanni Boccaccio,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 351,Troyle
Paris et Vienne,Pierre de la Cépède,1496?-1527?,Male,Charles III of Bourbon,NE 352,Paris et Vienne
Paris et Vienne,Pierre de la Cépède,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 352,Paris et Vienne
Paris et Vienne,Pierre de la Cépède,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 352,Paris et Vienne
Vigilles de mors; autres textes,",Jean Mielot",1496?-1527?,Male,Charles III of Bourbon,NE 353,"Unspecified,Vigiles des morts"
Vigilles de mors; autres textes,",Jean Mielot",post-1451-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 353,"Unspecified,Vigiles des morts"
Vigilles de mors; autres textes,",Jean Mielot",1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 353,"Unspecified,Vigiles des morts"
L'Exemple des deux dames; autres livres,",",14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 354,"Unspecified,L'Exemple des deux dames"
Beufves d'Anthonne,Anonymous,1496?-1527?,Male,Charles III of Bourbon,NE 355,Beuve de Hantone
Beufves d'Anthonne,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 355,Beuve de Hantone
Beufves d'Anthonne,Anonymous,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 355,Beuve de Hantone
La Complainte Madame de Guerles,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 356,La Complainte Madame de Guerles
Un livre de plusieurs eaues et medecines,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 357,Ung livre de medecine
La Vie sainte Catherine de Senne,,1496?-1527?,Male,Charles III of Bourbon,NE 358,Vie de sainte Catherine de Sienne
La Vie sainte Catherine de Senne,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 358,Vie de sainte Catherine de Sienne
La Vie sainte Catherine de Senne,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 358,Vie de sainte Catherine de Sienne
Amende vie,Jean du Pin,1496?-1527?,Male,Charles III of Bourbon,NE 359,Mandevie (Livre de bonne vie)
Amende vie,Jean du Pin,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 359,Mandevie (Livre de bonne vie)
Amende vie,Jean du Pin,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 359,Mandevie (Livre de bonne vie)
Les Miracles Nostre Dame,Gautier de Coinci,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 360,Les Miracles de Nostre Dame
L'Art d'amours,Ovid,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 361,L'Art d'amours
Le Songe Boucicault (Livre des faits de Jean le Meingre dit Boucicaut?),Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 362,Livres des faits de Jean le Meingre dit Boucicaut
Ung livre de balades et complaintes,,1496?-1527?,Male,Charles III of Bourbon,NE 363,Livre de balades et complaintes
Ung livre de balades et complaintes,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 363,Livre de balades et complaintes
Ung livre de balades et complaintes,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 363,Livre de balades et complaintes
Le Temps pastour,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 364,Le Temps pastour
La Vie saint Julien,Guillaume Danicot,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 365,Vie de saint Julien
La Guerre du Liège,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 366,La Guerre du Liège
La Complainte Madame la Dauphine,Anonymous,post-1445-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 367,Complainte sur la mort de la Dauphine
"La Destruction de Troye, en quayers",,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 368,Destruction de Troye en prose
Livre de humble conseil; La longue epistre,",",14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 369,"Livre de humble conseil,La longue epistre"
Le Tresor maistre Jehan de Meun; Les Proverbes des philozophes,"Augustin Bongenou,Jean Chapuis",1496?-1527?,Male,Charles III of Bourbon,NE 370,"Dits et proverbes des philosophes,Sept articles de la foi (aka Tresor de Jean de Meun)"
Le Tresor maistre Jehan de Meun; Les Proverbes des philozophes,"Augustin Bongenou,Jean Chapuis",14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 370,"Dits et proverbes des philosophes,Sept articles de la foi (aka Tresor de Jean de Meun)"
Le Tresor maistre Jehan de Meun; Les Proverbes des philozophes,"Augustin Bongenou,Jean Chapuis",1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 370,"Dits et proverbes des philosophes,Sept articles de la foi (aka Tresor de Jean de Meun)"
Livre de bonnes meurs,,1474?-1516?,Female,"Gabrielle de Bourbon-Montpensier, viscountess of Thouars",NE 371,Livre des bonnes moeurs
Livre de bonnes meurs,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 371,Livre des bonnes moeurs
Ung vieulx psaultier,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 372,Psautier
Ung petit livre de messes votives,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 373,Messes votives
La Question Maistre Guillaume Lebrun,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 374,La Question Maistre Guillaume Lebrun
Vie des saintz,,1496?-1527?,Male,Charles III of Bourbon,NE 375,Vies des saints
Vie des saintz,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 375,Vies des saints
Vie des saintz,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 375,Vies des saints
L'Abusé en court,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 376,L'Abuzé en court
Epistre Othea,Christine de Pizan,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 377,Epistre Othea
Belle Dame sans merci; Breviaire des nobles,"Alain Chartier,Alain Chartier",14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 378,"Breviaire des nobles,Belle Dame sans Merci"
Ci nous dit,Anonymous,1496?-1527?,Male,Charles III of Bourbon,NE 379,Ci nous dit
Ci nous dit,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 379,Ci nous dit
Ci nous dit,Anonymous,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 379,Ci nous dit
Les Balades messire Lourdin de Saleigny,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 380,Les Balades messire Lourdin de Saleigny
Les derreniers arrestz du parlement d'amours,,1496?-1527?,Male,Charles III of Bourbon,NE 381,Les derreniers arrestz du parlement d'amours
Les derreniers arrestz du parlement d'amours,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 381,Les derreniers arrestz du parlement d'amours
Les derreniers arrestz du parlement d'amours,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 381,Les derreniers arrestz du parlement d'amours
Ung livre Saint Pierre de Luxembourg,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 382,Ung livre Saint Pierre de Luxembourg
La translation des Sept pseaulmes penitenciaux,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 383,Sept pseaulmes penitenciaux
Le Debat des deux damoiseles (Débat de la noire et de la tannee?),Simonnet Caillau,post-1457?-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 384,Débat de la noire et de la tannée
Le Debat des deux dames; autres petis livres,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 385,Debat des deux dames
Ung petit livre de medecine,,1496?-1527?,Male,Charles III of Bourbon,NE 386,Ung livre de medecine
Ung petit livre de medecine,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 386,Ung livre de medecine
Ung petit livre de medecine,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 386,Ung livre de medecine
Ung lapidaire,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 387,Lapidaire
Certains mandemens contre le seigneur de saint George,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 388,Certains mandemens contre le seigneur de saint George
Le Livre du duc Charles,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 389,Le Livre du duc Charles
La Passion et lamentacion Nostre Dame,"Anonymous,Anonymous",1496?-1527?,Male,Charles III of Bourbon,NE 390,"Passion Jhesucrist,Lamentacions sur la Passion"
La Passion et lamentacion Nostre Dame,"Anonymous,Anonymous",14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 390,"Passion Jhesucrist,Lamentacions sur la Passion"
La Passion et lamentacion Nostre Dame,"Anonymous,Anonymous",1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 390,"Passion Jhesucrist,Lamentacions sur la Passion"
Ung petit livre pour cognoistre la vertu des herbes,Pseudo-Macer,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 391,Vertus des herbes
Le Pas de la mort,Aimé de Montgesoie,c. 1460-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 392,Le Pas de la mort
Le Testament d'amours,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 393,Le Testament d'amours
Purgatoires mondaines,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 394,Purgatoires mondaines
Le livre du duc Phelipes,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 395,Le Livre du duc Phelipes
La Lamentation du roy Charles,Simon Greban,post-1461-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 396,Lamentations de Charles VII
Un quayer qui parle du saint suaire,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 397,Unspecified religious texts
Livre de Saincte Barbe,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 398,Livre de saincte Barbe
Deffenseur de l'immaculee conception de la glorieuse Vierge Marie,Pierre Thomas,post-1461-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 399,Defenseur de l'immaculee conception de la glorieuse Vierge Marie
La Complainte du desirant,,1496?-1527?,Male,Charles III of Bourbon,NE 400,La Complainte du desirant a troys personnages
La Complainte du desirant,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 400,La Complainte du desirant a troys personnages
La Complainte du desirant,,1474?-1496?,Male,Gilbert de Bourbon-Montpensier,NE 400,La Complainte du desirant a troys personnages
Oroisons,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 401,Unspecified religious texts
Une prophessie comencant ... Nisi magnitude,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 402,Unspecified religious texts
Le Dit de la pastoure,Christine de Pizan,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 403,Dit de la Pastoure
La Vie saincte Bri[gi]de,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 404,La Vie sainct Brigitte
Ung livre qui comence ... Tout a part moy,Jean Molinet,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 405,Oraison à la Vierge Marie: Tout a par moy
Ung quayer qui commence ... M'amour,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 406,Unspecified
La Complainte Nostre Dame,Anonymous,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 407,Complainte à la Vierge
Le Livre de Fortune et infortune (Debat des deux fortunés d'amour?),Alain Chartier,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 408,Debat des deux fortunés d'amour (Debat du gras et du maigre)
Le Reconfort de Madame de Fresne,Antoine de La Sale,post-1457-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 409,Reconfort de madame de Fresne
Livre de saincte Genevieve,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 410,Livre de saincte Genevieve
L'Ordre du roy,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 411,L'Ordre du roy
Le Livre de Florent,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 412,Livre de Florent
Ung livre qui commence ... Une dame,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 413,Unspecified
Le Songe Muzet,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 414,Le Songe Muzet
De Saincte meditation,,14??-1474,Female,"Gabrielle de la Tour d'Auvergne, countess of Montpensier",NE 415,Unspecified religious texts
Livre d'heures,Anonymous,1???-1416,Male,John the Fearless,BnF n.a.l. 3055,Livre d'heures
Livre d'heures,Anonymous,1416?-1463?,Female,"Marie of Burgundy, duchess of Cleves",BnF n.a.l. 3055,Livre d'heures
Prayers to the Saints (in German),,142?-14??,Female,"Marie of Burgundy, duchess of Cleves","BL Egerton MS 859 and Berlin, Staatliche Museen, Kupferstichkabinett, inv. 8517",Prayers to the Saints (in German)
Prayers to the Saints (in German),,14??-1487?,Female,"Marie of Cleves, duchess of Orleans","BL Egerton MS 859 and Berlin, Staatliche Museen, Kupferstichkabinett, inv. 8517",Prayers to the Saints (in German)
Pèlerinage de vie humaine,Guillaume de Digulleville,c. 1375-1384?,Male,Louis I of Anjou,"Heidelberg, Pal. Lat. 1969","Pèlerinage de vie humaine, 2nd redaction"
Pèlerinage de vie humaine,Guillaume de Digulleville,1431?-1479?,Female,"Margaret of Savoy, duchess of Anjou","Heidelberg, Pal. Lat. 1969","Pèlerinage de vie humaine, 2nd redaction"
Pèlerinage de vie humaine,Guillaume de Digulleville,c. 1375-1404?,Female,"Marie of Blois, duchess of Anjou","Heidelberg, Pal. Lat. 1969","Pèlerinage de vie humaine, 2nd redaction"
